OBS,HOUSEHOLDID,LASTPURCHASE,PRIVATE,SUNSHINE,KEEBLER,NABISCO,PRICEPRIVATE,PRICESUNSHINE,PRICEKEEBLER,PRICENABISCO,DISPLPRIVATE,DISPLSUNSHINE,DISPLKEEBLER,DISPLNABISCO,FEATPRIVATE,FEATSUNSHINE,FEATKEEBLER,FEATNABISCO,FEATDISPLPRIVATE,FEATDISPLSUNSHIN,FEATDISPLKEEBLER,FEATDISPLNABISCO
837,36,0,1,0,0,0,0.549999952,0.789999962,1.089999914,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
838,36,0,0,0,0,1,0.589999914,0.930000007,0.980000019,0.879999995,0,0,0,0,0,0,0,0,0,0,0,0
839,36,0,1,0,0,0,0.889999986,0.789999962,1.049999952,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
840,36,0,1,0,0,0,0.549999952,0.980000019,1.049999952,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
841,36,0,1,0,0,0,0.549999952,0.980000019,1.089999914,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
842,36,0,1,0,0,0,0.549999952,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
843,36,0,1,0,0,0,0.720000029,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
844,36,0,0,0,0,1,0.839999914,0.889999986,1.089999914,1.190000057,0,0,1,0,0,0,0,0,0,0,0,0
845,36,0,0,0,0,1,0.779999912,0.980000019,1.190000057,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
846,36,0,0,0,0,1,0.609999955,0.970000029,1.149999976,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
847,36,0,1,0,0,0,0.889999986,0.980000019,1.089999914,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
848,36,0,0,0,0,1,0.779999912,0.980000019,1.089999914,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
849,36,0,0,0,0,1,0.639999986,0.980000019,1.209999919,1.190000057,1,0,0,1,0,0,0,0,0,0,0,0
850,36,0,1,0,0,0,0.619999945,0.980000019,1.190000057,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
851,36,0,0,0,1,0,0.680000007,1.089999914,1.190000057,1.089999914,0,0,1,0,0,0,0,1,0,0,0,0
852,36,0,1,0,0,0,0.589999914,1.089999914,1.209999919,1.289999962,0,0,0,1,0,0,0,0,0,0,0,0
853,36,0,0,0,0,1,0.680000007,0.789999962,1.23999989,0.99000001,0,0,0,0,0,0,0,1,0,1,0,0
854,36,0,0,0,0,1,0.959999979,0.889999986,1.089999914,1.289999962,0,0,0,1,0,0,0,0,0,0,1,0
855,36,0,1,0,0,0,0.889999986,0.949999988,1.190000057,1.289999962,0,0,0,1,0,0,0,0,0,0,0,0
856,36,0,0,0,1,0,0.589999914,1.049999952,0.99000001,1.289999962,0,0,0,0,0,0,0,0,0,0,1,0
857,36,0,0,0,0,1,0.589999914,1.049999952,1.289999962,0.99000001,0,0,0,0,0,0,0,0,0,0,0,1
858,36,0,1,0,0,0,0.789999962,1.089999914,1.039999962,0.99000001,1,0,0,0,0,0,0,0,0,0,0,0
859,36,0,1,0,0,0,1.149999976,0.949999988,1.039999962,1.2299999,1,0,0,0,0,0,0,0,0,0,0,0
860,36,1,1,0,0,0,1.149999976,1.289999962,1.039999962,1.2299999,1,0,0,0,0,0,0,0,0,0,0,0
861,37,0,0,0,0,1,0.689999998,0.789999962,0.99000001,0.689999998,0,0,0,0,0,0,0,0,0,0,0,0
862,37,0,1,0,0,0,0.549999952,0.99000001,0.99000001,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
863,37,0,1,0,0,0,0.549999952,0.99000001,1.089999914,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
864,37,0,1,0,0,0,0.549999952,0.789999962,1.089999914,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
865,37,0,0,1,0,0,0.609999955,0.889999986,1.039999962,0.99000001,0,1,0,1,0,0,0,0,0,0,0,0
866,37,0,1,0,0,0,0.649999976,0.889999986,0.99000001,1.149999976,0,0,0,0,0,0,0,0,0,0,1,0
867,37,0,1,0,0,0,0.549999952,0.99000001,1.190000057,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
868,37,0,1,0,0,0,0.549999952,0.789999962,1.209999919,1.190000057,0,1,0,0,0,0,0,0,0,0,0,0
869,37,0,1,0,0,0,0.649999976,0.970000029,1.25,1.089999914,0,0,0,0,0,0,0,0,0,0,0,1
870,37,0,1,0,0,0,0.589999914,1.089999914,1.209999919,1.089999914,0,0,0,1,0,0,0,0,0,0,0,0
871,37,0,1,0,0,0,0.649999976,0.970000029,1.169999957,1.089999914,0,0,0,0,0,0,0,0,0,0,0,1
872,37,0,1,0,0,0,0.589999914,0.980000019,1.129999995,1.109999895,0,0,0,0,0,0,0,0,0,0,0,0
873,37,0,0,0,0,1,0.910000026,1.089999914,1.209999919,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
874,37,0,1,0,0,0,0.589999914,1.089999914,1.159999967,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
875,37,0,1,0,0,0,0.589999914,1.089999914,1.039999962,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
876,37,0,1,0,0,0,0.789999962,1.089999914,1.039999962,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
877,37,1,1,0,0,0,0.589999914,1.289999962,1.039999962,1.289999962,0,0,0,1,0,0,0,0,0,0,0,0
878,38,0,0,0,0,1,0.589999914,0.930000007,0.879999995,0.959999979,0,0,0,0,0,0,0,0,0,0,0,0
879,38,0,0,0,0,1,0.589999914,0.579999924,0.879999995,0.879999995,0,0,0,0,0,0,0,0,0,1,0,0
880,38,0,0,0,0,1,0.589999914,0.680000007,0.879999995,0.879999995,0,1,0,0,0,0,0,0,0,0,0,1
881,38,0,0,0,0,1,0.589999914,0.779999912,0.879999995,0.879999995,0,1,0,1,0,0,0,0,0,0,0,0
882,38,0,0,0,0,1,0.589999914,0.779999912,0.879999995,0.879999995,0,1,0,0,0,0,0,0,0,0,0,0
883,38,0,0,0,0,1,0.589999914,0.930000007,0.879999995,0.879999995,0,0,0,1,0,0,0,0,0,0,0,0
884,38,0,0,0,0,1,0.589999914,0.930000007,0.879999995,0.879999995,0,0,0,0,0,0,0,0,0,0,0,0
885,38,0,0,0,0,1,0.589999914,0.930000007,0.879999995,0.879999995,0,0,0,0,0,0,0,0,0,0,0,0
886,38,0,0,0,0,1,0.589999914,0.930000007,0.879999995,0.879999995,0,0,0,0,0,0,0,0,0,0,0,0
887,38,0,0,0,0,1,0.589999914,0.920000017,0.980000019,0.879999995,0,1,0,0,0,0,0,0,0,0,0,0
888,38,0,0,0,0,1,0.589999914,0.930000007,0.980000019,0.879999995,0,0,0,0,0,0,0,0,0,0,0,0
889,38,0,0,0,0,1,0.589999914,0.930000007,0.980000019,0.980000019,0,0,0,0,0,0,0,0,0,0,0,0
890,38,0,0,0,0,1,0.589999914,0.930000007,0.980000019,0.879999995,0,0,0,0,0,0,0,0,0,0,0,0
891,38,0,0,0,0,1,0.589999914,0.930000007,0.980000019,0.879999995,0,0,0,0,0,0,0,0,0,0,0,0
892,38,0,0,0,0,1,0.680000007,0.920000017,0.980000019,0.879999995,0,0,0,0,0,0,0,0,0,0,0,0
893,38,0,0,0,0,1,0.589999914,0.920000017,0.879999995,0.879999995,0,0,0,0,0,0,0,0,0,0,0,0
894,38,0,0,0,0,1,0.589999914,0.930000007,0.980000019,0.980000019,0,0,0,0,0,0,0,0,0,0,0,0
895,38,0,0,0,0,1,0.579999924,0.930000007,0.980000019,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
896,38,0,0,0,0,1,0.579999924,0.930000007,0.980000019,1.089999914,0,0,1,0,0,0,0,0,0,0,0,0
897,38,0,0,0,0,1,0.579999924,0.930000007,0.980000019,0.980000019,0,0,0,1,0,0,0,0,0,0,0,0
898,38,0,0,0,0,1,0.579999924,0.930000007,0.980000019,0.980000019,0,0,1,0,0,0,0,0,0,0,0,0
899,38,0,0,0,0,1,0.579999924,0.930000007,1.089999914,0.980000019,0,0,1,0,0,0,0,0,0,0,0,0
900,38,0,0,0,0,1,0.579999924,0.879999995,1.089999914,0.980000019,0,1,0,0,0,0,0,1,0,0,0,0
901,38,0,0,0,0,1,0.579999924,0.879999995,0.980000019,0.980000019,0,1,0,1,0,0,0,0,0,0,0,0
902,38,0,0,0,0,1,0.579999924,0.930000007,1.129999995,1.079999924,0,0,0,0,0,0,0,0,0,0,0,0
903,38,0,0,0,0,1,0.579999924,0.879999995,1.129999995,1.079999924,0,0,1,1,0,0,0,0,0,0,0,0
904,38,0,0,0,0,1,0.579999924,0.930000007,1.129999995,1.079999924,0,0,1,0,0,0,0,0,0,0,0,0
905,38,0,0,0,0,1,0.680000007,0.930000007,1.129999995,0.980000019,1,0,0,0,0,0,0,1,0,0,0,0
906,38,0,0,0,0,1,0.629999995,0.930000007,1.190000057,0.980000019,1,0,0,0,0,0,0,0,0,0,0,0
907,38,0,0,0,0,1,0.629999995,0.930000007,1.190000057,1,1,0,0,0,0,0,0,0,0,0,0,1
908,38,0,0,0,0,1,0.579999924,0.930000007,1.119999886,0.980000019,0,0,1,1,0,0,0,0,0,0,0,0
909,38,0,0,0,0,1,0.629999995,0.930000007,1.119999886,0.980000019,1,0,1,0,0,0,0,0,0,0,0,0
910,38,0,0,0,0,1,0.629999995,0.930000007,1.119999886,1.190000057,1,0,1,1,0,0,0,0,0,0,0,0
911,38,0,0,0,0,1,0.629999995,0.930000007,1.119999886,0.980000019,1,0,0,0,0,0,0,1,0,0,0,0
912,38,0,0,0,0,1,0.680000007,0.930000007,1.119999886,0.980000019,1,0,0,0,0,0,0,0,0,0,0,0
913,38,0,0,0,0,1,0.639999986,0.930000007,1.119999886,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
914,38,0,0,0,0,1,0.639999986,1.23999989,1.049999952,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
915,38,0,0,0,0,1,0.609999955,1.23999989,1.049999952,0.879999995,0,0,0,0,0,0,0,1,0,0,0,0
916,38,1,0,0,0,1,0.379999995,1.23999989,1.049999952,0.980000019,0,0,0,0,0,0,0,0,1,0,0,0
917,39,0,0,0,0,1,0.709999979,0.99000001,1.089999914,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
918,39,0,0,0,0,1,0.649999976,0.889999986,0.99000001,1.049999952,0,0,0,0,0,0,0,0,0,0,0,0
919,39,0,0,0,0,1,0.779999912,0.789999962,1.089999914,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
920,39,0,0,0,0,1,0.779999912,0.789999962,1.089999914,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
921,39,0,0,0,0,1,0.779999912,0.789999962,1.089999914,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
922,39,0,0,0,0,1,0.589999914,0.930000007,0.980000019,0.879999995,0,0,0,0,0,0,0,0,0,0,0,0
923,39,0,0,0,0,1,0.779999912,1.029999971,1.089999914,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
924,39,0,0,0,0,1,0.779999912,0.789999962,1.049999952,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
925,39,0,0,0,0,1,0.779999912,0.980000019,1.089999914,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
926,39,0,0,0,0,1,0.779999912,0.980000019,1.089999914,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
927,39,0,0,0,0,1,0.639999986,0.980000019,1.089999914,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
928,39,0,0,0,0,1,0.639999986,1.029999971,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
929,39,0,0,0,0,1,0.639999986,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
930,39,0,0,0,0,1,0.779999912,0.99000001,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
931,39,0,0,0,0,1,0.709999979,0.99000001,1.190000057,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
932,39,0,0,0,0,1,0.839999914,0.889999986,1.089999914,1.190000057,0,0,1,0,0,0,0,0,0,0,0,0
933,39,0,0,0,0,1,0.839999914,0.889999986,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
934,39,0,0,0,0,1,0.779999912,0.980000019,1.089999914,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
935,39,0,0,0,0,1,0.779999912,0.980000019,1.089999914,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
936,39,0,0,0,0,1,0.639999986,0.980000019,1.209999919,1.190000057,0,0,0,0,0,0,0,1,0,0,0,0
937,39,0,0,0,0,1,0.649999976,0.879999995,1.25,1.139999986,0,0,0,1,0,0,0,0,0,0,0,0
938,39,0,0,0,0,1,0.779999912,0.980000019,1.190000057,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
939,39,0,0,0,0,1,0.779999912,0.980000019,1.190000057,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
940,39,0,0,0,0,1,0.779999912,0.980000019,1.190000057,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
941,39,0,0,0,0,1,0.779999912,0.789999962,1.209999919,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
942,39,0,0,0,0,1,0.789999962,1.089999914,1.209999919,1.289999962,0,0,0,1,0,0,0,0,0,0,0,0
943,39,0,0,0,0,1,0.930000007,1.089999914,1.209999919,1.289999962,0,0,0,1,0,0,0,0,0,0,0,0
944,39,0,0,0,0,1,0.920000017,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
945,39,0,0,0,0,1,0.959999979,1.089999914,1.089999914,1.289999962,0,0,1,1,0,0,0,0,0,0,0,0
946,39,1,0,0,0,1,0.789999962,1.089999914,1.159999967,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
947,40,0,0,0,0,1,0.689999998,0.789999962,0.99000001,0.689999998,0,0,0,0,0,0,0,0,0,0,0,0
948,40,0,0,0,0,1,0.649999976,0.889999986,0.889999986,1.049999952,0,0,1,0,0,0,0,0,0,0,0,0
949,40,0,0,0,0,1,0.649999976,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,0,0,0,0,1
950,40,0,0,0,0,1,0.649999976,0.889999986,0.99000001,1.049999952,0,0,0,0,0,0,0,0,0,0,0,0
951,40,0,0,0,0,1,0.609999955,0.689999998,1.089999914,0.539999962,0,0,0,0,0,0,0,0,0,0,0,1
952,40,0,0,0,0,1,0.680000007,0.889999986,1.079999924,0.889999986,0,1,0,0,0,0,0,0,0,0,0,0
953,40,0,0,0,0,1,0.609999955,0.889999986,1.039999962,1.089999914,0,1,0,0,0,0,0,0,0,0,0,0
954,40,0,0,0,0,1,0.649999976,0.789999962,1.019999981,0.889999986,0,0,0,0,0,0,0,0,0,1,0,1
955,40,0,0,0,0,1,0.689999998,0.789999962,1.089999914,1.2299999,0,0,0,0,0,0,0,0,0,0,0,0
956,40,0,0,0,0,1,0.599999964,0.889999986,1.149999976,0.99000001,0,1,0,0,0,0,0,0,0,0,0,0
957,40,0,0,0,0,1,0.519999921,0.970000029,1.089999914,0.899999976,0,0,0,1,0,0,1,0,0,0,0,0
958,40,0,0,0,0,1,0.599999964,0.970000029,1.149999976,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
959,40,0,0,0,0,1,0.599999964,0.970000029,1.149999976,1.25,0,0,0,0,0,0,0,0,0,0,0,0
960,40,0,0,0,0,1,0.599999964,0.970000029,0.99000001,1.25,0,0,1,0,0,0,0,0,0,0,0,0
961,40,0,0,0,0,1,0.599999964,0.970000029,1.25,1.089999914,0,0,0,0,0,0,0,1,0,0,0,0
962,40,0,0,0,0,1,0.599999964,0.970000029,1.089999914,1.089999914,0,0,0,0,0,0,0,1,0,0,0,0
963,40,0,0,0,0,1,0.649999976,1.049999952,1.25,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
964,40,0,0,0,0,1,0.649999976,1.049999952,1.25,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
965,40,0,0,0,0,1,0.589999914,1.049999952,1.169999957,1.289999962,1,0,1,0,0,0,0,0,0,0,0,0
966,40,0,0,0,0,1,0.589999914,1.049999952,1.25,0.839999914,0,0,0,1,0,0,0,0,0,0,0,0
967,40,0,0,0,0,1,0.589999914,1.049999952,1.289999962,0.789999962,0,0,0,1,0,0,0,0,0,0,0,0
968,40,1,0,0,0,1,0.579999924,1.23999989,1.049999952,0.980000019,1,0,0,0,0,0,0,0,0,0,0,0
969,41,0,1,0,0,0,0.5,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
970,41,0,0,1,0,0,0.649999976,0.589999914,0.99000001,0.889999986,0,0,0,1,0,0,0,0,0,1,0,0
971,41,0,1,0,0,0,0.5,0.889999986,1.019999981,1.049999952,0,0,0,0,0,0,0,0,1,0,0,0
972,41,0,0,0,0,1,0.5,0.889999986,1.019999981,0.889999986,0,0,0,1,1,0,0,0,0,0,0,0
973,41,0,1,0,0,0,0.649999976,0.889999986,1.149999976,0.99000001,0,0,1,0,0,0,0,0,0,0,0,0
974,41,0,0,0,0,1,0.680000007,0.959999979,1.289999962,1.049999952,0,0,0,0,0,0,0,0,0,0,0,0
975,41,0,1,0,0,0,0.5,0.970000029,1.089999914,1.149999976,0,0,1,0,0,0,0,0,0,0,0,0
976,41,0,0,0,1,0,0.649999976,0.970000029,1.089999914,1.149999976,0,0,0,0,0,0,0,0,0,0,1,0
977,41,0,0,1,0,0,0.649999976,0.789999962,1.070000052,1.149999976,0,1,1,0,0,0,0,0,0,0,0,0
978,41,0,0,0,0,1,0.649999976,0.879999995,1.149999976,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
979,41,0,1,0,0,0,0.589999914,0.879999995,1.149999976,1.089999914,0,0,0,0,0,0,0,0,1,0,0,1
980,41,0,1,0,0,0,0.649999976,0.879999995,1.25,1.089999914,0,0,0,0,0,0,0,0,0,0,0,1
981,41,0,1,0,0,0,0.649999976,0.879999995,1.25,1.089999914,0,0,0,1,0,0,0,0,0,0,0,0
982,41,0,0,0,1,0,0.609999955,0.970000029,0.99000001,1.25,0,0,0,0,0,0,1,0,0,0,0,0
983,41,0,1,0,0,0,0.649999976,0.970000029,1.25,1.089999914,0,0,0,0,0,0,0,1,0,0,0,0
984,41,0,1,0,0,0,0.5,0.970000029,1.169999957,1.089999914,0,0,0,1,0,0,0,0,1,0,0,0
985,41,0,0,1,0,0,0.920000017,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
986,41,0,0,0,0,1,0.649999976,1.049999952,1.25,0.99000001,0,0,0,0,0,0,0,0,0,0,0,1
987,41,0,0,0,0,1,0.680000007,0.959999979,1.389999986,0.689999998,0,0,0,0,0,0,0,1,0,0,0,0
988,41,0,1,0,0,0,0.649999976,1.049999952,1.169999957,1.289999962,1,0,0,1,0,0,0,0,0,0,0,0
989,41,0,0,0,1,0,0.589999914,1.049999952,1.089999914,1.289999962,1,0,0,1,0,0,0,0,0,0,0,0
990,41,0,1,0,0,0,0.649999976,1.049999952,1.169999957,0.99000001,1,0,0,1,0,0,0,0,0,0,0,0
991,41,0,1,0,0,0,0.649999976,1.049999952,1.169999957,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
992,41,0,1,0,0,0,0.5,0.930000007,1.119999886,0.980000019,0,0,0,0,0,0,0,0,1,0,0,0
993,41,0,0,0,1,0,0.649999976,1.049999952,0.99000001,1.289999962,0,0,0,0,0,0,1,0,0,0,0,0
994,41,1,1,0,0,0,0.649999976,1.049999952,0.99000001,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
995,42,0,0,0,0,1,0.689999998,0.789999962,0.99000001,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
996,42,0,0,0,0,1,0.689999998,0.789999962,0.99000001,0.689999998,0,0,0,0,0,0,0,0,0,0,0,1
997,42,0,0,0,0,1,0.689999998,0.889999986,0.99000001,0.889999986,0,0,0,1,0,0,0,0,0,0,0,0
998,42,0,0,0,0,1,0.689999998,0.889999986,0.99000001,0.889999986,0,0,0,1,0,0,0,0,0,0,0,0
999,42,0,0,0,0,1,0.689999998,0.889999986,0.99000001,0.889999986,0,0,0,1,0,1,0,0,0,0,0,0
1000,42,0,0,0,0,1,0.689999998,0.789999962,1.25,0.789999962,0,1,0,0,0,0,0,0,0,0,0,1
1001,42,0,0,0,0,1,0.49000001,0.789999962,1.25,0.99000001,0,1,0,1,1,0,0,0,0,0,0,0
1002,42,0,0,0,0,1,0.689999998,0.789999962,1.25,0.99000001,0,1,0,0,0,0,0,0,0,0,0,0
1003,42,0,0,0,0,1,0.689999998,0.789999962,1.25,0.99000001,1,1,0,0,0,0,0,0,0,0,0,0
1004,42,0,0,0,0,1,0.689999998,0.789999962,1.25,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1005,42,0,0,0,0,1,0.649999976,0.779999912,1.349999905,0.99000001,1,0,0,0,0,0,0,0,0,0,0,0
1006,42,0,0,0,0,1,0.649999976,0.789999962,1.349999905,1.289999962,0,0,0,0,0,0,0,0,0,1,0,0
1007,42,0,0,0,0,1,0.730000019,1.089999914,1.349999905,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
1008,42,0,0,0,0,1,0.730000019,1.089999914,1.349999905,1.289999962,0,0,0,0,0,0,1,0,0,0,0,0
1009,42,0,0,0,0,1,0.759999931,0.789999962,1.349999905,0.799999952,0,1,0,0,0,0,0,0,0,0,0,1
1010,42,0,0,0,0,1,0.759999931,1.089999914,1.349999905,0.799999952,0,0,0,1,0,0,0,0,0,0,0,0
1011,42,0,0,0,0,1,0.789999962,1.089999914,1.190000057,1.149999976,0,0,0,0,0,0,0,0,0,0,0,0
1012,42,0,0,0,0,1,0.859999955,0.889999986,1.209999919,0.99000001,0,0,0,0,0,0,0,0,0,0,0,1
1013,42,0,0,0,0,1,0.889999986,0.99000001,1.199999928,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1014,42,1,1,0,0,0,0.789999962,1.089999914,1.039999962,0.99000001,1,0,0,0,0,0,0,0,0,0,0,0
1015,43,0,0,0,0,1,0.5,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
1016,43,0,1,0,0,0,0.5,0.889999986,0.889999986,1.049999952,0,0,0,0,0,0,0,0,1,0,1,0
1017,43,0,0,0,0,1,0.649999976,0.889999986,0.889999986,1.049999952,0,0,1,0,0,0,0,0,0,0,0,0
1018,43,0,1,0,0,0,0.649999976,0.789999962,1.019999981,1.049999952,0,0,0,0,0,0,0,0,0,0,0,0
1019,43,0,0,1,0,0,0.649999976,0.689999998,1.070000052,1.149999976,0,0,1,0,0,0,0,0,0,1,0,0
1020,43,0,1,0,0,0,0.549999952,0.99000001,1.089999914,1.190000057,0,0,0,0,0,0,0,0,0,0,0,0
1021,43,0,0,0,1,0,0.519999921,0.970000029,1.089999914,1.149999976,0,0,0,1,0,0,1,0,0,0,0,0
1022,43,0,0,0,0,1,0.599999964,0.970000029,1.149999976,1.25,0,0,0,0,0,0,0,0,0,0,0,0
1023,43,0,0,0,0,1,0.599999964,0.970000029,1.149999976,1.089999914,1,0,0,0,0,0,0,0,0,0,0,0
1024,43,0,0,0,0,1,0.599999964,0.970000029,1.25,1.089999914,0,0,0,0,0,0,0,1,0,0,0,0
1025,43,0,0,0,0,1,0.599999964,0.970000029,1.25,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
1026,43,0,0,0,1,0,0.589999914,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1027,43,0,0,0,0,1,0.649999976,1.049999952,1.289999962,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
1028,43,1,0,1,0,0,0.649999976,1.049999952,1.289999962,1.289999962,0,0,0,0,0,0,0,0,0,0,0,0
1029,44,0,0,1,0,0,0.589999914,0.579999924,0.879999995,0.879999995,0,0,0,0,0,0,0,0,0,0,0,0
1030,44,0,0,0,0,1,0.589999914,0.920000017,0.980000019,0.879999995,0,1,0,0,0,0,0,0,0,0,0,0
1031,44,0,0,0,0,1,0.589999914,0.930000007,0.879999995,0.879999995,0,0,0,0,0,0,0,0,0,0,0,0
1032,44,0,0,0,0,1,0.589999914,0.930000007,0.980000019,0.879999995,0,0,0,0,0,0,0,0,0,0,0,0
1033,44,0,0,0,1,0,0.579999924,0.930000007,0.980000019,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
1034,44,0,0,0,0,1,0.579999924,0.930000007,0.99000001,0.980000019,0,0,1,0,0,0,0,0,0,0,0,0
1035,44,0,0,0,0,1,0.579999924,0.930000007,1.029999971,0.980000019,0,0,1,0,0,0,0,0,0,0,0,0
1036,44,0,0,0,0,1,0.579999924,0.930000007,1.089999914,0.980000019,0,0,0,1,0,0,0,0,0,0,0,0
1037,44,0,0,0,0,1,0.579999924,0.879999995,1.089999914,1.049999952,0,1,0,0,0,0,0,0,0,0,0,0
1038,44,0,0,1,0,0,0.579999924,0.879999995,1.089999914,1.079999924,0,1,0,0,0,0,0,0,0,0,0,0
1039,44,0,0,0,0,1,0.579999924,0.879999995,0.980000019,0.980000019,0,1,0,1,0,0,0,0,0,0,0,0
1040,44,0,0,1,0,0,0.579999924,0.879999995,0.980000019,1.079999924,0,0,0,1,0,0,0,0,0,0,0,0
1041,44,0,0,0,1,0,0.579999924,0.879999995,0.980000019,1.079999924,0,0,0,1,0,0,0,0,0,0,1,0
1042,44,0,0,0,0,1,0.579999924,0.879999995,1.129999995,1.079999924,0,0,1,1,0,0,0,0,0,0,0,0
1043,44,0,0,0,0,1,0.629999995,0.930000007,1.190000057,0.980000019,1,0,0,0,0,0,0,0,0,0,0,1
1044,44,0,0,0,0,1,0.629999995,0.930000007,1.190000057,1,1,0,0,0,0,0,0,0,0,0,0,0
1045,44,0,0,0,0,1,0.579999924,0.930000007,1.119999886,0.980000019,0,0,1,1,0,0,0,0,0,0,0,0
1046,44,0,0,0,0,1,0.629999995,0.930000007,1.119999886,0.980000019,1,0,0,1,0,0,0,0,0,0,0,0
1047,44,0,0,0,0,1,0.680000007,0.930000007,1.119999886,0.980000019,1,0,0,0,0,0,0,0,0,0,0,0
1048,44,0,0,0,0,1,0.579999924,1.23999989,1.049999952,0.980000019,0,0,0,0,0,0,0,0,0,0,0,0
1049,44,0,0,0,0,1,0.579999924,1.23999989,1.049999952,0.980000019,1,0,0,0,0,0,0,0,0,0,0,0
1050,44,0,0,0,0,1,0.579999924,1.23999989,1.049999952,0.980000019,1,0,0,0,0,0,0,0,0,0,0,0
1051,44,1,0,0,0,1,0.579999924,1.23999989,1.049999952,0,1,0,0,0,0,0,0,0,0,0,0,0
1052,45,0,0,0,1,0,0.709999979,0.689999998,0.879999995,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
1053,45,0,0,0,1,0,0.709999979,0.980000019,0.99000001,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
1054,45,0,0,0,1,0,0.709999979,0.99000001,1.089999914,0.99000001,0,0,0,1,0,0,0,0,0,0,0,0
1055,45,0,0,0,1,0,0.709999979,0.99000001,1.089999914,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0
1056,45,0,0,0,1,0,0.779999912,0.789999962,1.089999914,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
1057,45,0,0,0,1,0,0.779999912,0.789999962,1.089999914,1.089999914,0,0,0,0,0,0,0,0,0,0,0,0
1058,45,0,0,0,1,0,0.779999912,0.789999962,1.089999914,0.889999986,0,0,0,0,0,0,0,0,0,0,0,0
